Datetime,Price,Daily Rets,Log Rets,SMA100,EMA20,VMA20,Position 1,Position 2,Position 1 Log,P1 Long-Short CumRet,Position 2 Log,P2 Long Only CumRet,Position 3,Position 4,Position 3 Log,P3 Long-Short CumRet,Position 4 Log,P4 Long Only CumRet,Buy & Hold CumRet
2014-12-05,377.384886,0.018473723940773734,0.018305157570165525,,373.24803021853774,367.41620280650045,-1,0,-0.018305157570165525,,0.0,,-1,0,-0.018305157570165525,,0.0,,
2014-12-06,375.097528,-0.006061074740550065,-0.0060795176142419026,,373.42417286439127,367.4893582845338,-1,0,0.0060795176142419026,,-0.0,,-1,0,0.0060795176142419026,,-0.0,,
2014-12-07,375.749288,0.001737574767488148,0.0017360669308517601,,373.64561240111595,367.6466902791141,-1,0,-0.0017360669308517601,,0.0,,-1,0,-0.0017360669308517601,,0.0,,
2014-12-08,361.12719,-0.03891450620659587,-0.039691910604225514,,372.4533816962478,367.5225093214167,-1,0,0.039691910604225514,,-0.0,,-1,0,0.039691910604225514,,-0.0,,
2014-12-09,351.69696,-0.026113320351203617,-0.02646032743802268,,370.47657962993844,367.3717898040699,-1,0,0.02646032743802268,,-0.0,,-1,0,0.02646032743802268,,-0.0,,
2014-12-10,345.204109,-0.018461493099058868,-0.018634033329201605,,368.06967766518244,367.1606690345074,-1,0,0.018634033329201605,,-0.0,,-1,0,0.018634033329201605,,-0.0,,
2014-12-11,348.597076,0.00982887199642235,0.009780882830754218,,366.2151441732603,366.80707678623105,-1,0,-0.009780882830754218,,0.0,,-1,0,-0.009780882830754218,,0.0,,
2014-12-12,352.235617,0.01043766930506318,0.010383572935869449,,364.8837606329498,366.5295251712552,-1,0,-0.010383572935869449,,0.0,,-1,0,-0.010383572935869449,,0.0,,
2014-12-13,347.330577,-0.013925451496859753,-0.01402332023641045,,363.2120288583832,366.3466780458147,-1,0,0.01402332023641045,,-0.0,,-1,0,0.01402332023641045,,-0.0,,
2014-12-14,353.053905,0.01647804247306439,0.016343752744313964,,362.24458849091815,366.22008020728316,-1,0,-0.016343752744313964,,0.0,,-1,0,-0.016343752744313964,,0.0,,
2014-12-15,346.405127,-0.01883218937912612,-0.019011773270389665,,360.7360683489259,366.22008020728316,-1,0,0.019011773270389665,,-0.0,,-1,0,0.019011773270389665,,-0.0,,
2014-12-16,326.892223,-0.05632972054712104,-0.05797845408978132,,357.5128449823615,366.22008020728316,-1,0,0.05797845408978132,,-0.0,,-1,0,0.05797845408978132,,-0.0,,
2014-12-17,319.413206,-0.022879152435510863,-0.02314494209683926,,353.8843079364223,365.7743004529281,-1,0,0.02314494209683926,,-0.0,,-1,0,0.02314494209683926,,-0.0,,
2014-12-18,311.661461,-0.024268705408504676,-0.024568043393153417,,349.86308441866777,364.74357970144376,-1,0,0.024568043393153417,,-0.0,,-1,0,0.024568043393153417,,-0.0,,
2014-12-19,317.473697,0.018649197052952315,0.01847743299920735,,346.77838085498513,364.29339034238245,-1,0,-0.01847743299920735,,0.0,,-1,0,-0.01847743299920735,,0.0,,
2014-12-20,329.231238,0.03703469330248166,0.03636538413857115,,345.10722439260564,363.95946508197886,-1,0,-0.03636538413857115,,0.0,,-1,0,-0.03636538413857115,,0.0,,
2014-12-21,320.776026,-0.025681682125193728,-0.02601721366547695,,342.78996740283367,363.1369233851792,-1,0,0.02601721366547695,,-0.0,,-1,0,0.02601721366547695,,-0.0,,
2014-12-22,332.252596,0.03577751786226058,0.03515236967676832,,341.7864082216114,362.5486504826044,-1,0,-0.03515236967676832,,0.0,,-1,0,-0.03515236967676832,,0.0,,
2014-12-23,336.089348,0.011547696078799019,0.011481530323941355,,341.24383105764844,362.29665712562723,-1,0,-0.011481530323941355,,0.0,,-1,0,-0.011481530323941355,,0.0,,
